Combined localizations
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-ByteblazarsNoBlurryTextures\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-Material Modifier\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\.idea\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\.idea\.idea.0-SCore.dir\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\.idea\.idea.0-SCore.dir\.idea\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\.vs\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\Caves\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\Caves\Stamps\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\Caves\StampsV2\localization.txt "
Key,English,French,german,russian
AWP,AWP L115 Sniper RifleAWP Scharfschützengewehr,Rifle de tirador,Fusil de tireur d'élite,Fucile da cecchino,マークスマンライフル,사수용 라이플,Karabin snajperski,Rifle de Atirador,Снайперская винтовка,Nişancı Tüfeği,精确射手步枪,神射手步槍,Rifle de tirador
AWPDesc,This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\n\nRepair with a Repair Kit.\nScrap to Rifle parts."Dieses Scharfschützengewehr verwendet 7,62-mm-Munition und ist die beste Wahl für präzises Feuer.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Gewehrteilen zerlegt werden.","Este rifle de tirador utiliza munición de 7,62 mm y es tu primera opción si quieres dar un buen tiro.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle.","Ce fusil de tireur d'élite utilise des munitions de calibre 7,62 mm et ce sera votre arme de prédilection si vous ne voulez pas rater votre coup.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de fusil.","Questo fucile da cecchino usa munizioni da 7,62 mm ed è la scelta giusta se vuoi che il colpo vada a segno.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per fucile.",このマークスマンライフルには7.62mm弾を使用します。命中精度を上げたいならこれしかありません。\n\n修理キットで修復可能。\n解体するとライフルパーツに。,이 사수용 라이플은 7.62mm 탄약을 사용하며 확실한 결과를 내고 싶을 때 선택해야 할 총입니다.\n\n수리 키트로 수리할 수 있습니다.\n라이플 부품으로 분해됩니다.,"Karabin snajperski kalibru 7,62 mm. Oddawaj z niego strzały, jeśli wiesz, że nie stać cię na pudło.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz części karabinu.","Este rifle de atirador usa munição de 7,62 mm e é sua primeira opção caso queira acertar na mosca.\n\nConserte com o kit de reparos.\nRecicle para obter peças de rifle.","Снайперская винтовка использует патроны калибра 7,62 мм. Это лучший выбор, если вы хотите сэкономить патроны.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Bu nişancı tüfeği, 7,62 mm mühimmat kullanır ve tek bir atış şansın olduğunda kullanmak istediğin silah budur.\n\nOnarım Kitiyle onar.\nHurdaya çıkararak Tüfek parçaları elde et.",这把精确射手步枪使用7.62毫米弹药。如果你想百发百中，它是你的不二选择。\n\n可使用维修工具修理。\n可分解为步枪零件。,這把神射手步槍使用的是 7.62 毫米的子彈，如果你想百發百中，非他莫屬。\n\n使用維修工具包維修。\n步槍部件報廢。,"Este rifle de tirador utiliza munición de 7,62 mm y es tu primera opción si quieres dar un buen tiro.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
AWPSchematic,AWP L115 SchematicAWP Bauplan

M1Garand,M1 Garand Battle RifleM1 Garand,Rifle de tirador,Fusil de tireur d'élite,Fucile da cecchino,マークスマンライフル,사수용 라이플,Karabin snajperski,Rifle de Atirador,Снайперская винтовка,Nişancı Tüfeği,精确射手步枪,神射手步槍,Rifle de tirador
M1GarandDesc,This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\n\nRepair with a Repair Kit.\nScrap to Rifle parts."Dieses Gewehr verwendet 7,62-mm-Munition und ist die beste Wahl für präzises Feuer.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Gewehrteilen zerlegt werden.","Este rifle de tirador utiliza munición de 7,62 mm y es tu primera opción si quieres dar un buen tiro.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle.","Ce fusil de tireur d'élite utilise des munitions de calibre 7,62 mm et ce sera votre arme de prédilection si vous ne voulez pas rater votre coup.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de fusil.","Questo fucile da cecchino usa munizioni da 7,62 mm ed è la scelta giusta se vuoi che il colpo vada a segno.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per fucile.",このマークスマンライフルには7.62mm弾を使用します。命中精度を上げたいならこれしかありません。\n\n修理キットで修復可能。\n解体するとライフルパーツに。,이 사수용 라이플은 7.62mm 탄약을 사용하며 확실한 결과를 내고 싶을 때 선택해야 할 총입니다.\n\n수리 키트로 수리할 수 있습니다.\n라이플 부품으로 분해됩니다.,"Karabin snajperski kalibru 7,62 mm. Oddawaj z niego strzały, jeśli wiesz, że nie stać cię na pudło.\n\nPrzedmiot naprawisz zestawem naprawczym.\nZ przedmiotu odzyskasz części karabinu.","Este rifle de atirador usa munição de 7,62 mm e é sua primeira opção caso queira acertar na mosca.\n\nConserte com o kit de reparos.\nRecicle para obter peças de rifle.","Снайперская винтовка использует патроны калибра 7,62 мм. Это лучший выбор, если вы хотите сэкономить патроны.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части ружья.","Bu nişancı tüfeği, 7,62 mm mühimmat kullanır ve tek bir atış şansın olduğunda kullanmak istediğin silah budur.\n\nOnarım Kitiyle onar.\nHurdaya çıkararak Tüfek parçaları elde et.",这把精确射手步枪使用7.62毫米弹药。如果你想百发百中，它是你的不二选择。\n\n可使用维修工具修理。\n可分解为步枪零件。,這把神射手步槍使用的是 7.62 毫米的子彈，如果你想百發百中，非他莫屬。\n\n使用維修工具包維修。\n步槍部件報廢。,"Este rifle de tirador utiliza munición de 7,62 mm y es tu primera opción si quieres dar un buen tiro.\n\nSe repara con un kit de reparación.\nDesguázala para obtener partes de rifle."
M1GarandSchematic,M1 Garand SchematicM1 Garand Bauplan

Kar98K,Kar98K Sniper RifleKar98K,Rifle de francotirador,Fusil de précision,Fucile da cecchino,スナイパーライフル,저격 라이플,Karabin snajperski,Fuzil de Precisão,Снайперская винтовка,Keskin Nişancı Tüfeği,猎枪,狙擊步槍,Rifle de francotirador
Kar98KDesc,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.""Dieses hochpräzise Gewehr mit großer Reichweite eignet sich perfekt, um Gegner aus großer Entfernungen zu treffen, es verwendet 7,62mm\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Gewehrteilen zerlegt werden.",Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de rifle,Ce fusil longue portée de haute précision est idéal pour tirer sur des ennemis très éloignés.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de fusil.,Questo fucile ad alta precisione e lungo raggio è perfetto per eliminare i nemici a grande distanza.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per fucile.,この高い精密性を持った遠距離ライフルは、遠くから敵を狙うのに最適です。\n\n修理キットで修復可能。\n解体するとライフルパーツに。,"높은 명중률의 원거리 라이플로, 적을 멀리서 저격하는 데 이상적입니다.\n\n수리 키트로 수리할 수 있습니다.\n라이플 부품으로 분해됩니다.",Ten precyzyjny karabin dalekiego zasięgu jest idealny do zdejmowania wrogów z dużej odległości.\n\nNaprawisz zestawem naprawczym.\nZezłomowanie zapewni części karabinu.,Este fuzil de longo alcance e alta precisão é perfeito para alvejar inimigos a grandes distâncias.\n\nRepare com um kit de reparos.\nRecicle para obter peças de rifle.,Высокоточная винтовка с большой дальностью стрельбы идеальна для уничтожения противника с дистанции.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части винтовки.,"Bu yüksek hassasiyete sahip uzun menzili tüfek, uzak mesafelerden düşmanları avlamak için harikadır.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Tüfek parçaları elde edersin.",这种高精度的远程步枪非常适合远距离狙击敌人。\n\n可使用维修工具修理。\n可分解为步枪零件。,這支高精準度的長程步槍非常適合狙擊遠距離的敵人。\n\n用維修工具包維修。\n報廢步槍零件。,Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de rifle
Kar98KSchematic,Kar98K SchematicKAR98K Bauplan

TAM110,M110 Sniper RifleM110 Scharfschützengewehr,Rifle de francotirador,Fusil de précision,Fucile da cecchino,スナイパーライフル,저격 라이플,Karabin snajperski,Fuzil de Precisão,Снайперская винтовка,Keskin Nişancı Tüfeği,猎枪,狙擊步槍,Rifle de francotirador
TAM110Desc,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.""Dieses hochpräzise Gewehr mit großer Reichweite eignet sich perfekt, um Gegner aus großer Entfernungen zu treffen.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Gewehrteilen zerlegt werden.",Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de rifle,Ce fusil longue portée de haute précision est idéal pour tirer sur des ennemis très éloignés.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de fusil.,Questo fucile ad alta precisione e lungo raggio è perfetto per eliminare i nemici a grande distanza.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per fucile.,この高い精密性を持った遠距離ライフルは、遠くから敵を狙うのに最適です。\n\n修理キットで修復可能。\n解体するとライフルパーツに。,"높은 명중률의 원거리 라이플로, 적을 멀리서 저격하는 데 이상적입니다.\n\n수리 키트로 수리할 수 있습니다.\n라이플 부품으로 분해됩니다.",Ten precyzyjny karabin dalekiego zasięgu jest idealny do zdejmowania wrogów z dużej odległości.\n\nNaprawisz zestawem naprawczym.\nZezłomowanie zapewni części karabinu.,Este fuzil de longo alcance e alta precisão é perfeito para alvejar inimigos a grandes distâncias.\n\nRepare com um kit de reparos.\nRecicle para obter peças de rifle.,Высокоточная винтовка с большой дальностью стрельбы идеальна для уничтожения противника с дистанции.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части винтовки.,"Bu yüksek hassasiyete sahip uzun menzili tüfek, uzak mesafelerden düşmanları avlamak için harikadır.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Tüfek parçaları elde edersin.",这种高精度的远程步枪非常适合远距离狙击敌人。\n\n可使用维修工具修理。\n可分解为步枪零件。,這支高精準度的長程步槍非常適合狙擊遠距離的敵人。\n\n用維修工具包維修。\n報廢步槍零件。,Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de rifle
M110Schematic,M110 SchematicM110 Bauplan

M82a1,Barrett M82a1 Sniper RifleBarret M82a1 Scharfschützengewehr,Rifle de francotirador,Fusil de précision,Fucile da cecchino,スナイパーライフル,저격 라이플,Karabin snajperski,Fuzil de Precisão,Снайперская винтовка,Keskin Nişancı Tüfeği,猎枪,狙擊步槍,Rifle de francotirador
M82a1Desc,"This high precision, long ranged rifle is perfect for sniping enemies at great distances and is capable of shooting through 3 enemies at once.  Also does incredible damage towards doors.\n\nRepair with a Repair Kit.\nScrap to Rifle parts.""Dieses hochpräzise Gewehr mit großer Reichweite eignet sich perfekt, um Gegner aus großer Entfernungen zu treffen.\n\nKann mit einem Reparaturkit repariert werden.\nKann zu Gewehrteilen zerlegt werden.",Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de rifle,Ce fusil longue portée de haute précision est idéal pour tirer sur des ennemis très éloignés.\n\nSe répare avec un kit de réparation.\nSe recycle en pièces de fusil.,Questo fucile ad alta precisione e lungo raggio è perfetto per eliminare i nemici a grande distanza.\n\nSi ripara con la cassetta degli attrezzi.\nLa rottamazione produce parti per fucile.,この高い精密性を持った遠距離ライフルは、遠くから敵を狙うのに最適です。\n\n修理キットで修復可能。\n解体するとライフルパーツに。,"높은 명중률의 원거리 라이플로, 적을 멀리서 저격하는 데 이상적입니다.\n\n수리 키트로 수리할 수 있습니다.\n라이플 부품으로 분해됩니다.",Ten precyzyjny karabin dalekiego zasięgu jest idealny do zdejmowania wrogów z dużej odległości.\n\nNaprawisz zestawem naprawczym.\nZezłomowanie zapewni części karabinu.,Este fuzil de longo alcance e alta precisão é perfeito para alvejar inimigos a grandes distâncias.\n\nRepare com um kit de reparos.\nRecicle para obter peças de rifle.,Высокоточная винтовка с большой дальностью стрельбы идеальна для уничтожения противника с дистанции.\n\nРемонтируется с помощью ремонтного набора.\nРазбирается на части винтовки.,"Bu yüksek hassasiyete sahip uzun menzili tüfek, uzak mesafelerden düşmanları avlamak için harikadır.\n\nOnarım Kitiyle onar.\nHurdaya çıkardığında Tüfek parçaları elde edersin.",这种高精度的远程步枪非常适合远距离狙击敌人。\n\n可使用维修工具修理。\n可分解为步枪零件。,這支高精準度的長程步槍非常適合狙擊遠距離的敵人。\n\n用維修工具包維修。\n報廢步槍零件。,Este rifle de alta precisión y largo alcance es perfecto para apuntar a enemigos a grandes distancias.\n\nSe repara con un kit de reparación.\nDesguázalo para obtener partes de rifle
